sync_id;product;price;product_date;store;store_type;code1;libellé_COICOP1
9429;Pourboires;4;45474;KFC;Restauration rapide, café, bar;11.1.1.2;Restaurants, cafés et autres – à service limité
3363;Prelevement;6.45;45446;Banque;Organismes financiers;98.1.3;Courses non alimentaires
722;Prélèvement ;38.65;45433;Fape obsèques ;Ajout utilisateur;12.1.1.0;Assurance vie et accident (S)
724;Prélèvement impôts ;1.14;45433;Banque populaire ;Ajout utilisateur;99.4;Impôts, taxes et cotisations syndicales
3963;Prelevement mensuel ;5;45448;Medecin sans frontieres ;Ajout utilisateur;99.2;Opération bancaire (retrait, virement, prélèvement)
724;Prélèvement parts sociales ;1.55;45433;Banque populaire ;Ajout utilisateur;99.4;Impôts, taxes et cotisations syndicales
3656;Presse;3.5;45448;Presse;Tabac, presse;09.7.2;Journaux et périodiques
3941;Pret immobilier;63.82;45448;Pret bancaire;Ajout utilisateur;99.2;Opération bancaire (retrait, virement, prélèvement)
4107;Pret vehicule;666.03;45447;Pret voiture;Ajout utilisateur;07.2.4.4;Location de matériel de transport personnel sans chauffeur (S)
4113;Pret vehicule;137.54;45447;Pret vehicule;Ajout utilisateur;07.2.4.4;Location de matériel de transport personnel sans chauffeur (S)
8242;Produit cheveux;21.8;45463;Amazon;Achat par internet, téléphone, correspondance;06.1.1.2;Médicaments à base de plantes et produits homéopathiques
3354;Produits diététiques ;16.05;45440;Naturalia;Commerce de détail alimentaire;98.1.1;Courses alimentaires
1128;Provence pondeuses ;12;45435;Fermier;Marché, vente à domicile, automate;01.1.2.1.4;Volaille, vivante
7045;Psychologue ;30;45454;Soins;Services de santé;06.2.1;Services de soins préventifs
6936;Quête ;2.5;45459;Diocèse de nanterre;Ajout utilisateur;99.1;Cadeaux
3867;Racines;3.8;45430;Capes legumes;Ajout utilisateur;01.1.7.4;Autres légumes, frais ou réfrigérés
1791;Ravioli rana x2;9.48;45431;Casino;Grande et petite surface alimentaire;01.1.1.5.0;Macaroni, nouilles, couscous et pâtes similaires
7255;Recharge carte;20;45461;Cantine;Restauration scolaire et professionnelle;11.1.2;Cantines, cafétérias et réfectoires
6117;Remboursement;15;45457;Don;Autres services, don;99.1;Cadeaux
3943;Remboursement credir;57.98;45448;Credit foncier;Ajout utilisateur;99.2;Opération bancaire (retrait, virement, prélèvement)
8635;Rembt pret auto;74.78;45463;Diac;Ajout utilisateur;99.2;Opération bancaire (retrait, virement, prélèvement)
998;Reparation;20;45434;Reparateur lavelinge;Ajout utilisateur;05.3.1.9;Autres gros appareils électroménagers
5889;Réparation robo tondeuse;232.65;45454;Herriberry;Ajout utilisateur;05.5.3.0;Réparation et location d'outils et d'équipements motorisés et non motorisés
8374;Repas ;13.39;45465;Resto;Restauration classique;11.1.1.1;Restaurants, cafés et autres – avec service complet
5056;Repas du midi;7.69;45453;Traiteur chinois;Commerce de détail alimentaire;11.1.1.2;Restaurants, cafés et autres – à service limité
5101;Repas du midi;7.69;45453;Traiteur chinois;Commerce de détail alimentaire;11.1.1.2;Restaurants, cafés et autres – à service limité
8641;Repas restaurant;16.9;45464;Comptoir brochant;Ajout utilisateur;11.1.1.1;Restaurants, cafés et autres – avec service complet
6918;Répétition;22.5;45460;Studio de repetition;Ajout utilisateur;09.6.1.0;Autres services culturels
9520;Restaurant;48;2024-06-28;Restaurant;Restauration classique;11.1.1.1;Restaurants, cafés et établissements similaires — service complet (S)
6455;Restaurant;22.33;2024-06-11;Resto;Restauration classique;11.1.1.1;Restaurants, cafés et établissements similaires — service complet (S)
6447;Restaurant;94.6;2024-06-08;Restaurant;Restauration classique;11.1.1.1;Restaurants, cafés et établissements similaires — service complet (S)
4460;Restaurant ;50.7;45449;Au bureau ;Ajout utilisateur;11.1.1.1;Restaurants, cafés et établissements similaires — service complet (S)
8310;Restaurant ;39.9;45464;Tiger asian food;Ajout utilisateur;11.1.1.1;Restaurants, cafés et autres – avec service complet
7434;Restaurant universitaire;3.3;45462;Restaurant universitaire;Ajout utilisateur;11.1.2.9;Autres cantines, cafétérias et réfectoires 
6622;Restaurants;38;45459;Restaurant;Restauration classique;11.1.1.1;Restaurants, cafés et autres – avec service complet
5823;Retrait;30;45452;Caisse Epargne;Organismes financiers;99.2;Opération bancaire (retrait, virement, prélèvement)
6441;Retrait argent;60;45450;Distributeur;Marché, vente à domicile, automate;99.2;Opération bancaire (retrait, virement, prélèvement)
8761;Retrait argent;50;45470;Banque;Organismes financiers;99.2;Opération bancaire (retrait, virement, prélèvement)
7663;Retrait especes;2000;45460;Crédit Agricole;Organismes financiers;99.2;Opération bancaire (retrait, virement, prélèvement)
5509;Revelateur plaque dentaire;13.08;45455;Pharmacie;Biens et produits personnels, puériculture;06.1.2.1;Produits de diagnostic médical
5470;Revision auto;153.6;45448;Midas;Services pour l’automobile et motocycles;07.2.3.0;Entretien et réparation de matériel de transport personnel
4173;Royal chees ;10.3;45449;Mcdonalds la batelière ;Ajout utilisateur;11.1.1.2;Restaurants, cafés et autres – à service limité
1174;Sac cadeaux;3;45436;Action;Grand magasin, bazar;09.7.4.0;Papeterie et matériel de dessin (ND)
71;Sachet plastique;0.15;45414;Epicerie;Grande et petite surface alimentaire;05.6.1.9;Autres biens ménagers non durables
4407;Salade fruit;4.25;45450;Leclerc;Grande et petite surface alimentaire;01.1.6.9.9;Autres préparations de fruits et de noix
5132;Sandwich;12.5;45453;Commande de sandwich  fête décole ;Ajout utilisateur;11.1.1.2;Restaurants, cafés et autres – à service limité
8184;Sangria;10;45465;Bar;Restauration rapide, café, bar;11.1.1.2;Restaurants, cafés et autres – à service limité
3156;Santé;63;45440;Médecin;Services de santé;06.2;SERVICES DE SOINS AMBULATOIRES
6464;Saucisson;5.5;45459;Epicerie fine;Commerce de détail alimentaire;01.1.2.3;Viande, séchée, salée, en saumure ou fumée
4078;Séance osthéopathie;65;45447;Ostéopathe;Services de santé;06.2.3;Autres services de soins ambulatoires
6800;Service de loisirs et divertissements;95;45458;Escape game pillard;Ajout utilisateur;09.4.6.1;Services récréatifs et de loisirs 
9712;Side;5;2024-07-04;Bibimcup;Ajout utilisateur;11.1.1.1;Restaurants, cafés et établissements similaires — service complet (S)
4156;Snacking;4.5;45447;Franprix;Grande et petite surface alimentaire;11.1.1.2;Restaurants, cafés et autres – à service limité
5988;Soin bébé ;31;45457;Pharmacie;Biens et produits personnels, puériculture;06.2.1;Services de soins préventifs
4770;Solde réservation ;510.6;45452;Camping;Camping;11.2.0.2;Centres de vacances, campings, auberges de jeunesse et services d'hébergement similaires
7044;Sophrologue;65;45457;Soins;Services de santé;06.2.1;Services de soins préventifs
4236;Souvenirs ;47;45449;Zoo de vincennes;Ajout utilisateur;98.1.3;Courses non alimentaires
6259;Stage football vacances;180;45457;Aunis fc;Ajout utilisateur;09.4.6.2;Prestations sportives - practice
3503;Strepsil ;7.95;45447;Pharmacie;Biens et produits personnels, puériculture;06.1.1.1;Médicaments, vaccins et autres préparations pharmaceutiques
7931;Suppléments ;0.7;45465;Flunch;Restauration rapide, café, bar;11.1.1.2;Restaurants, cafés et autres – à service limité
2904;Support telephonique;10;45444;Ali express;Ajout utilisateur;98.1.4;Autres courses
4711;Surfrider fondation ;7;45451;Don;Autres services, don;99.1;Cadeaux
2103;Surgelé ;25.98;45437;Picard;Grande et petite surface alimentaire;98.1.1;Courses alimentaires
9772;Surgelé ;37,7999992370605;2024-07-04;Picard;Grande et petite surface alimentaire;98.1.1;Courses alimentaires
5841;Syndicat des eaux;141.9;45456;Seaff;Ajout utilisateur;04.4.1.1;Approvisionnement en eau par des systèmes de réseau
909;Tacos ;22;45433;Tacos express;Ajout utilisateur;11.1.1.2;Restaurants, cafés et autres – à service limité
1812;Taillehaies electrique;89.99;45440;Match;Grande et petite surface alimentaire;05.5.1.0;Outils et équipements motorisés
85;Tarama;5.38;45426;Super U;Grande et petite surface alimentaire;01.1.3.3.9;Autres poissons, préparés ou conservés
8033;Taxe fonciere;48;45461;Impôts;Services publics, services autoroutes, transport, télécommunication;99.4;Impôts, taxes et cotisations syndicales
6692;Taxe foncière;129;45461;Impôts;Services publics, services autoroutes, transport, télécommunication;99.4;Impôts, taxes et cotisations syndicales
7158;Taxe foncière ;29;45461;Impôts;Services publics, services autoroutes, transport, télécommunication;99.4;Impôts, taxes et cotisations syndicales
7336;Taxe foncière partie 1;131;45460;Impôts;Services publics, services autoroutes, transport, télécommunication;99.4;Impôts, taxes et cotisations syndicales
425;Tee shirt;22;45429;Temu;Ajout utilisateur;03.1.2;Vêtements 
4934;Tee shirts;42;45450;Primark;Habillement, chaussure maroquinerie;03.1.2;Vêtements
1633;Telesurveillance;44.95;45433;Eps;Ajout utilisateur;04.3.2.0;Services d'entretien, de réparation et de sécurité du logement
869;Temu;19;2024-05-21;Centrakor;Aménagement de l’habitat;05.1.1.4;Ameublement, moquettes et moquettes (D)
9706;Tenue de compte;8,6899995803833;2024-07-04;Banque;Organismes financiers;12.2.2.0;Frais explicites des institutions bancaires (S)
3503;Test anti covid;2.99;45447;Pharmacie;Biens et produits personnels, puériculture;06.1.1.1;Médicaments, vaccins et autres préparations pharmaceutiques
9384;Ticket de transport;86.4;45474;Sncf;Services publics, services autoroutes, transport, télécommunication;07.3.1.1;Transport de voyageurs par train
9434;Ticket de transport;86.4;45474;Sncf;Services publics, services autoroutes, transport, télécommunication;07.3.1.1;Transport de voyageurs par train
6031;Ticket entrée;2.9;45458;Centre aquatique;Services de loisirs, soins, animaux;09.4.6.2;Prestations sportives - practice
3824;Timbres;41;45448;La Poste;Services publics, services autoroutes, transport, télécommunication;07.4.1.1;Services de traitement du courrier
8946;Timbres;15.48;45467;La Poste;Services publics, services autoroutes, transport, télécommunication;07.4.1.1;Services de traitement du courrier 
9850;Too good to go;7,98999977111816;2024-06-26;Too good to go;Ajout utilisateur;98.1.1;Courses alimentaires
9850;Too good to go;2;2024-06-26;Too good to go;Ajout utilisateur;98.1.1;Courses alimentaires
9297;Tradition;1.2;45473;Boulanger;Commerce de détail alimentaire;01.1.1.3.1;Pain
3846;Traiteur ;15;45444;Epicier;Grande et petite surface alimentaire;11.1.1.2;Restaurants, cafés et autres – à service limité
6527;Travaux;960;45454;Terrassier;Ajout utilisateur;04.3.2;Services d'entretien, de réparation et de sécurité du logement
8746;Uber eat;15.12;2024-06-19;Uber;Services publics, services autoroutes, transport, télécommunication;11.1.1.2;Restaurants, cafés et autres – à service limité (S)
4667;Uf curcuma dissolvent jus ;7.43;45451;Leader Price;Grande et petite surface alimentaire;98.1.2;Courses en supermarché
3996;Une bouteille deau ;2;45449;Drive Carrefour;Achat par internet, téléphone, correspondance;01.2.5.0.0;Eau
4711;Unicef;13;45451;Don;Autres services, don;99.1;Cadeaux
2961;Vetement jouet nourriture;20;45445;Vide grenier;Marché, vente à domicile, automate;98.1.4;Autres courses
1329;Vêtements;239.6;45437;Uniqlo;Habillement, chaussure maroquinerie;03.1.2;Vêtements
4331;Vêtements ;118;45450;Kiabi;Habillement, chaussure maroquinerie;03.1.2;Vêtements
6347;Vêtements enfants;80;45456;H§M;Habillement, chaussure maroquinerie;03.1.2;Vêtements 
5297;Vêtements femme ;57.75;45454;Boutique vêtements;Habillement, chaussure maroquinerie;03.1.2.2;Vêtements pour femmes ou filles
7258;Vin et tapas;32.75;45462;Bar;Restauration rapide, café, bar;11.1.1.2;Restaurants, cafés et autres – à service limité
5826;Virement;27;45453;Caisse Epargne;Organismes financiers;99.2;Opération bancaire (retrait, virement, prélèvement)
3453;Virement ;80;45447;Crédit Mutuel;Organismes financiers;99.2;Opération bancaire (retrait, virement, prélèvement)
6615;Vis;5.81;45458;Brico Dépôt;Aménagement de l’habitat;04.3.1.1;Matériaux pour l'entretien et la réparation du logement
9598;Volant badminton;2,49000000953674;2024-07-03;Leclerc;Grande et petite surface alimentaire;09.2.2.1;Articles de sport (SD)
2015;Volet roulant;595.45;45441;Menuiserie;Services d’aménagement de l’habitat;04.3.2.0;Services d'entretien, de réparation et de sécurité du logement
